image,xmin,ymin,xmax,ymax
a430a3269e71b796.jpg,561.28,0.0,1023.36,411.97808699999996
4f927baad53ed8f1.jpg,416.0,462.08025599999996,442.88,484.479744
4f927baad53ed8f1.jpg,448.0,480.63974399999995,700.8,673.92
5249fc3da64e5bd7.jpg,358.757468,918.4,595.7944,982.4
5249fc3da64e5bd7.jpg,32.672666,868.48,325.444388,985.6
82cba2af981f393c.jpg,16.0,265.255344,74.88,322.918985
82cba2af981f393c.jpg,352.64,276.787799,447.36,329.326208
82cba2af981f393c.jpg,451.84,278.710444,561.92,370.332162
8cff708ecdd37a88.jpg,353.92,163.199808,856.32,419.200128
96fe2fc78c28c970.jpg,0.0,410.24025599999993,1023.36,767.360256
77fdf4216a38c484.jpg,0.0,510.72,218.88,767.360256
87f3185082df59ee.jpg,86.4,0.0,931.2,713.3595419999999
9504d0270dbfeb3b.jpg,76.8,449.600512,880.0,856.000512
5adfe54558735801.jpg,115.2,94.13949000000001,915.84,554.589598
ff8aad9713f2d1a7.jpg,0.0,0.999954,115.999744,261.00017
ff8aad9713f2d1a7.jpg,83.999744,56.999660999999996,293.000192,228.00016599999998
ff8aad9713f2d1a7.jpg,275.999744,49.000029,455.000064,183.999907
ff8aad9713f2d1a7.jpg,504.999936,0.0,1022.999552,302.99976000000004
95454f9c23b7425e.jpg,66.560256,669.44,591.36,893.44
b5c3521e3d0b22d3.jpg,812.16,339.20025599999997,1004.16,467.840256
b5c3521e3d0b22d3.jpg,0.0,431.36025600000005,213.12,570.24
b5c3521e3d0b22d3.jpg,2.56,30.080256,114.56,44.160000000000004
b5c3521e3d0b22d3.jpg,63.36,455.679744,396.8,591.36
b5c3521e3d0b22d3.jpg,252.8,394.88025600000003,515.84,503.04
b5c3521e3d0b22d3.jpg,286.72,46.719744,301.44,55.040256
b5c3521e3d0b22d3.jpg,384.0,47.360256,401.92,56.960256
b5c3521e3d0b22d3.jpg,410.24,49.280256,420.48,58.239744
b5c3521e3d0b22d3.jpg,504.32,402.56025600000004,778.88,522.8797440000001
b5c3521e3d0b22d3.jpg,574.08,357.759744,813.44,440.96025599999996
b5c3521e3d0b22d3.jpg,612.48,53.120256000000005,632.32,64.64025600000001
b5c3521e3d0b22d3.jpg,690.56,49.280256,1010.56,65.91974400000001
b5c3521e3d0b22d3.jpg,878.08,102.399744,937.6,126.080256
b5c3521e3d0b22d3.jpg,916.48,319.359744,1023.36,384.0
5b59ee4df3d68e22.jpg,410.24,276.14714499999997,1007.36,673.3895070000001
5b59ee4df3d68e22.jpg,65.28,309.464568,72.96,323.560322
5b59ee4df3d68e22.jpg,67.84,302.41669099999996,74.88,308.182577
5b59ee4df3d68e22.jpg,104.96,322.27833100000004,115.2,356.877062
5b59ee4df3d68e22.jpg,112.64,312.027184,167.68,363.284285
5b59ee4df3d68e22.jpg,167.68,319.715715,184.96,345.985261
5b59ee4df3d68e22.jpg,286.08,288.320937,457.6,430.559102
c379e06bb0990996.jpg,96.0,462.399488,977.599488,807.999488
c379e06bb0990996.jpg,998.4,529.599488,1022.400512,659.2
4c89e2879d5b07f1.jpg,0.0,558.0185839999999,312.32,765.5931720000001
4c89e2879d5b07f1.jpg,349.44,561.221612,381.44,587.488912
4c89e2879d5b07f1.jpg,401.28,551.611756,624.64,609.912424
4c89e2879d5b07f1.jpg,624.64,571.4722280000001,764.8,641.94502
4c89e2879d5b07f1.jpg,726.4,566.34692,989.44,667.57156
cfe4205bdfbc03f2.jpg,116.48,123.017179,912.64,440.81024899999994
cfe4205bdfbc03f2.jpg,882.56,187.08804300000003,1023.36,359.439678
9d0f341c9bdd38ad.jpg,971.293696,473.097984,1022.7456,549.6468480000001
ce388037d85ec521.jpg,72.32,338.937384,260.48,461.95387999999997
ce388037d85ec521.jpg,424.96,332.530161,483.84,388.912494
ce388037d85ec521.jpg,456.32,313.949146,476.16,329.966862
93cd4490200b0872.jpg,3.2002559999999995,517.76,252.159744,669.44
a3eaf2e02aa118ac.jpg,0.0,438.247633,615.04,682.359346
c25244b6561e709e.jpg,0.0,570.24,112.64,656.64
c25244b6561e709e.jpg,124.8,556.160256,302.08,648.320256
c25244b6561e709e.jpg,284.8,582.399744,424.96,620.7997439999999
c25244b6561e709e.jpg,422.4,576.0,529.28,625.92
c25244b6561e709e.jpg,529.28,577.280256,602.24,620.7997439999999
c25244b6561e709e.jpg,590.08,576.0,663.04,615.680256
c25244b6561e709e.jpg,649.6,576.0,688.0,609.920256
c25244b6561e709e.jpg,706.56,581.1202559999999,754.56,607.359744
c25244b6561e709e.jpg,759.68,568.959744,795.52,597.12
c25244b6561e709e.jpg,844.16,574.719744,933.12,623.360256
cbd882062a22baa8.jpg,144.639744,565.76,766.719744,679.68
473fbcc9f2a7fac8.jpg,112.504832,262.59993599999996,954.205184,553.334784
75d9beddc6b4050c.jpg,0.0,0.0,466.260992,221.98693500000002
75d9beddc6b4050c.jpg,5.460992,10.92879,1012.395008,728.11629
75d9beddc6b4050c.jpg,7.508992,0.0,123.563008,43.03125
75d9beddc6b4050c.jpg,173.396992,15.026895000000001,1023.316992,133.875
75d9beddc6b4050c.jpg,350.891008,20.49129,437.588992,61.473105
75d9beddc6b4050c.jpg,433.492992,35.518184999999995,505.172992,81.28125
75d9beddc6b4050c.jpg,514.048,52.59375000000001,546.132992,75.816855
75d9beddc6b4050c.jpg,546.132992,44.39754,585.728,78.549435
75d9beddc6b4050c.jpg,597.332992,60.106815000000005,688.811008,119.53125
75d9beddc6b4050c.jpg,666.283008,58.74128999999999,770.048,135.24129
75d9beddc6b4050c.jpg,762.539008,65.57121,804.864,131.825565
75d9beddc6b4050c.jpg,817.835008,89.47746,875.860992,116.799435
75d9beddc6b4050c.jpg,956.416,84.013065,977.579008,137.973105
75d9beddc6b4050c.jpg,963.243008,93.575565,1005.568,140.70568500000002
75d9beddc6b4050c.jpg,998.740992,92.21004,1023.316992,143.4375
d5a5e35c014cbe28.jpg,28.16,149.76,251.52,251.52
d5a5e35c014cbe28.jpg,62.08,128.000256,933.76,679.6800000000001
d5a5e35c014cbe28.jpg,295.04,132.48,352.0,154.880256
d5a5e35c014cbe28.jpg,385.28,128.000256,526.72,187.520256
d5a5e35c014cbe28.jpg,776.32,108.15974400000002,992.0,270.080256
77388b05ca6b3cdb.jpg,0.0,282.24,88.96,333.44025600000003
77388b05ca6b3cdb.jpg,0.0,257.28000000000003,223.36,336.63974399999995
77388b05ca6b3cdb.jpg,0.0,248.960256,509.44,577.280256
77388b05ca6b3cdb.jpg,79.36,242.55974399999997,922.24,697.599744
77388b05ca6b3cdb.jpg,383.36,204.800256,435.2,231.039744
1793e5a86e4837f4.jpg,20.480256,793.6,346.239744,963.2
1793e5a86e4837f4.jpg,426.24,809.6,767.360256,921.6
2f978f00daa89008.jpg,0.0,181.283144,10.88,212.671752
2f978f00daa89008.jpg,15.36,160.784512,926.08,583.565376
2f978f00daa89008.jpg,53.12,162.706492,189.44,221.639748
2f978f00daa89008.jpg,399.36,151.816516,439.68,187.689122
2f978f00daa89008.jpg,405.12,185.12648199999998,539.52,221.639748
2f978f00daa89008.jpg,592.0,178.08046599999997,682.88,220.35842799999998
2f978f00daa89008.jpg,855.68,208.827792,914.56,247.90307600000003
2f978f00daa89008.jpg,895.36,187.689122,975.36,229.326424
eae9671df0e85a21.jpg,66.56,23.706246999999998,697.6,654.1678380000001
eae9671df0e85a21.jpg,440.96,1.2813080000000001,593.92,77.525964
eae9671df0e85a21.jpg,802.56,97.38828699999999,871.04,156.333919
eae9671df0e85a21.jpg,843.52,128.783065,967.04,210.153636
96feaa517028e4a4.jpg,208.0,313.91375999999997,427.52,417.056658
96feaa517028e4a4.jpg,0.0,239.598954,5.76,256.256214
96feaa517028e4a4.jpg,0.0,258.818136,35.84,315.83554200000003
96feaa517028e4a4.jpg,5.76,146.065647,145.92,202.442232
96feaa517028e4a4.jpg,44.8,282.522384,241.92,368.367882
96feaa517028e4a4.jpg,134.4,248.568405,282.24,314.5539
96feaa517028e4a4.jpg,278.4,273.552933,425.6,353.633085
96feaa517028e4a4.jpg,323.2,148.62825,604.16,235.75539
96feaa517028e4a4.jpg,414.72,314.5539,635.52,404.884464
96feaa517028e4a4.jpg,611.84,211.411002,780.8,257.537175
96feaa517028e4a4.jpg,624.64,362.601855,952.96,531.090108
96feaa517028e4a4.jpg,807.04,227.42744100000002,976.64,272.912793
ae5d05d88ce26247.jpg,0.0,655.36,207.51945600000002,760.32
ae5d05d88ce26247.jpg,0.0,656.64,448.34460399999995,757.76
ae5d05d88ce26247.jpg,228.014954,660.48,443.860833,739.2
2b876a4e9b5d7dac.jpg,0.0,349.685424,250.88,666.707796
da2e3a6a0c5d9169.jpg,48.661704,931.2,58.90612,955.52
da2e3a6a0c5d9169.jpg,443.715272,876.16,664.612312,982.4
da2e3a6a0c5d9169.jpg,531.433448,871.68,619.1523520000001,887.68
bf46730c39840e5d.jpg,145.92,72.533376,751.787008,553.813056
63f413250d4b04d4.jpg,81.92,201.05492,925.44,619.81184
1ea7084fb9f32d4b.jpg,171.52,72.400732,855.04,590.096291
1ea7084fb9f32d4b.jpg,738.56,197.33987299999998,1023.36,385.06857
3615fcbdb25a0087.jpg,508.8,685.4399999999999,678.4,768.0
79cfecab78f49fef.jpg,112.0,1.99988,1022.999552,414.00032000000004
80149bfe10cef83f.jpg,8.96,575.123616,96.0,628.280676
80149bfe10cef83f.jpg,91.52,563.59548,184.96,628.9215839999999
80149bfe10cef83f.jpg,199.04,587.291976,264.96,630.2020319999999
80149bfe10cef83f.jpg,275.2,591.134688,335.36,630.2020319999999
80149bfe10cef83f.jpg,356.48,598.820112,398.72,630.2020319999999
a5fd88ddb4bcc2a4.jpg,294.4,131.468196,708.267008,401.234592
a5fd88ddb4bcc2a4.jpg,319.147008,442.212072,657.92,583.924956
a5fd88ddb4bcc2a4.jpg,837.972992,153.664596,1023.147008,412.332792
a5fd88ddb4bcc2a4.jpg,869.547008,422.57748,1023.147008,574.5344160000001
8143d864ed760ea6.jpg,582.4,239.42281499999999,725.76,348.891255
8143d864ed760ea6.jpg,443.52,320.723955,604.8,501.25095
5401131d67c17a93.jpg,0.0,133.760256,69.76,229.76025600000003
5401131d67c17a93.jpg,0.0,24.96,290.56,165.12
5401131d67c17a93.jpg,884.48,47.360256,1023.36,133.760256
098960c1f54e1138.jpg,0.0,198.399744,115.2,266.88
098960c1f54e1138.jpg,0.0,182.39999999999998,488.32,462.72
098960c1f54e1138.jpg,26.88,137.600256,1006.72,736.640256
098960c1f54e1138.jpg,465.92,181.119744,613.76,244.47974399999998
098960c1f54e1138.jpg,611.2,172.160256,849.28,225.920256
07e19fc99e27f6e8.jpg,8.969839,178.56,148.004734,973.44
1e4236372da25c0c.jpg,117.76,253.72220599999997,905.6,516.414934
d6810178e494bba9.jpg,142.72,335.999808,300.16,427.519872
d6810178e494bba9.jpg,552.32,357.12,558.72,371.199744
d6810178e494bba9.jpg,565.76,354.560256,597.12,373.76006400000006
4f6afe4cd3f3263a.jpg,184.32,461.95387999999997,263.04,493.348658
4f6afe4cd3f3263a.jpg,307.2,495.27130300000005,385.92,533.073304
4f6afe4cd3f3263a.jpg,900.48,436.325671,1023.36,682.359346
b7a3c7496ad7917e.jpg,0.0,235.07558400000002,122.88,465.02783999999997
b7a3c7496ad7917e.jpg,37.12,229.951488,956.8,710.351616
b7a3c7496ad7917e.jpg,120.32,196.64409600000002,416.0,303.612672
b7a3c7496ad7917e.jpg,343.68,165.257472,567.04,242.121984
b7a3c7496ad7917e.jpg,492.8,145.40083199999998,1023.36,450.935808
b7a3c7496ad7917e.jpg,540.16,134.512128,732.16,178.70899200000002
b7a3c7496ad7917e.jpg,681.6,128.107008,883.84,153.08774400000001
b7a3c7496ad7917e.jpg,732.16,87.11270400000001,1023.36,219.703296
b7a3c7496ad7917e.jpg,752.0,96.720384,881.28,145.40083199999998
0160b8b121e747fd.jpg,358.4,578.559744,890.24,764.7997439999999
0160b8b121e747fd.jpg,488.96,436.479744,512.64,462.72
0160b8b121e747fd.jpg,634.24,520.959744,827.52,606.72
0160b8b121e747fd.jpg,925.44,492.159744,1022.08,549.12
b29e55434028f9e5.jpg,0.0,656.818561,103.537664,681.861439
b29e55434028f9e5.jpg,45.510656,648.85,114.915328,675.031439
b29e55434028f9e5.jpg,423.252992,595.348561,464.212992,612.423561
b29e55434028f9e5.jpg,464.212992,593.071439,504.035328,616.976439
b29e55434028f9e5.jpg,600.747008,575.996439,695.182336,619.253561
b29e55434028f9e5.jpg,764.587008,544.123561,888.604672,613.5614390000001
03a119ea406b545f.jpg,133.12,135.03974399999998,856.96,753.920256
03a119ea406b545f.jpg,434.56,227.199744,513.92,309.12
638e6ca3daa40971.jpg,423.04,506.163104,641.28,579.845144
638e6ca3daa40971.jpg,735.36,511.929673,822.4,558.701513
638e6ca3daa40971.jpg,823.68,520.899512,901.12,557.420205
638e6ca3daa40971.jpg,901.12,523.462128,970.24,552.2942899999999
638e6ca3daa40971.jpg,942.08,559.342167,1023.36,682.359346
bea49302d4b9fc6a.jpg,296.107008,295.955548,755.2,522.826178
bea49302d4b9fc6a.jpg,272.212992,342.01216,424.107008,409.390576
8d174fa2a5a73147.jpg,172.8,155.693265,842.24,629.8209370000001
8d174fa2a5a73147.jpg,0.0,300.494046,168.96,682.359346
8d174fa2a5a73147.jpg,112.0,167.867057,247.04,216.560859
8d174fa2a5a73147.jpg,643.84,183.244119,1023.36,517.0555880000001
81f0dfcd68ce45c9.jpg,0.799744,50.400000000000006,115.2,242.39999999999998
81f0dfcd68ce45c9.jpg,66.400256,37.599744,376.800256,225.60000000000002
81f0dfcd68ce45c9.jpg,294.4,0.0,632.800256,170.39999999999998
81f0dfcd68ce45c9.jpg,600.800256,44.000256,772.799488,144.0
81f0dfcd68ce45c9.jpg,662.4,38.400000000000006,1015.199744,218.39999999999998
e70bc480c7fc7f27.jpg,12.8,272.64,295.04,487.040256
e70bc480c7fc7f27.jpg,860.8,300.159744,910.72,343.68
e70bc480c7fc7f27.jpg,889.6,282.879744,931.84,326.4
e70bc480c7fc7f27.jpg,937.6,279.03974400000004,990.08,321.279744
8f61a8cbfd5139dc.jpg,30.72,50.59955000000001,92.8,112.728923
8f61a8cbfd5139dc.jpg,45.44,106.964342,846.08,641.78473
8f61a8cbfd5139dc.jpg,80.0,54.442604,102.4,91.592126
8f61a8cbfd5139dc.jpg,95.36,48.037514,125.44,71.736347
8f61a8cbfd5139dc.jpg,191.36,83.906018,227.84,116.571977
8f61a8cbfd5139dc.jpg,270.08,20.496288,424.96,111.447905
8f61a8cbfd5139dc.jpg,402.56,17.293743,1023.36,316.408802
8f61a8cbfd5139dc.jpg,790.4,41.632424,1019.52,79.422455
6d9613f61d62956e.jpg,92.16,111.484041,854.4,613.803221
6d9613f61d62956e.jpg,408.96,29.472816,531.2,96.747633
6d9613f61d62956e.jpg,577.28,30.754123999999997,708.48,91.62171799999999
6d9613f61d62956e.jpg,691.2,37.802001,791.04,80.729917
6d9613f61d62956e.jpg,902.4,46.77184,997.12,94.185017
b68caf46ff4efeec.jpg,69.113116,342.4,678.329002,682.88
4ac9f57e4f60983b.jpg,472.96,624.0,651.52,754.5600000000001
466d8a05fca4238f.jpg,432.0,542.265955,713.6,743.93526
466d8a05fca4238f.jpg,624.0,545.467275,778.24,690.79726
466d8a05fca4238f.jpg,870.4,564.67438,898.56,621.0137
466d8a05fca4238f.jpg,876.16,524.34003,903.04,542.265955
466d8a05fca4238f.jpg,881.92,546.74764,915.2,564.67438
466d8a05fca4238f.jpg,909.44,559.552105,937.6,589.00213
75305cc8106ad924.jpg,0.0,378.63649,440.32,684.36021
3aae7ad8abdf7900.jpg,0.0,193.28025599999998,971.52,565.119744
c586976d07d0644d.jpg,16.0,133.903554,981.12,571.493922
d03a4fb92af152a4.jpg,120.96,315.87179100000003,1005.44,681.718692
46ca089b767eb657.jpg,62.720256000000006,676.48,401.28,775.68
46ca089b767eb657.jpg,149.120256,600.32,428.799744,711.04
46ca089b767eb657.jpg,414.72,528.64,432.0,544.64
46ca089b767eb657.jpg,440.96025599999996,593.28,476.15999999999997,621.44
46ca089b767eb657.jpg,449.91974400000004,547.84,467.199744,558.72
46ca089b767eb657.jpg,467.199744,547.84,483.200256,558.72
46ca089b767eb657.jpg,484.479744,599.04,579.2002560000001,670.72
46ca089b767eb657.jpg,635.52,635.52,666.8797440000001,670.72
46ca089b767eb657.jpg,654.72,664.96,708.48,728.32
a56e917a2b4c9084.jpg,0.0,0.0,1023.147008,666.1469069999999
151a4fdd680026d6.jpg,29.37344,533.8275,279.05024,639.9399999999999
151a4fdd680026d6.jpg,230.093824,524.0325,288.0256,565.66125
151a4fdd680026d6.jpg,487.929856,528.9300000000001,528.72704,541.17375
151a4fdd680026d6.jpg,842.862592,526.48125,944.854016,574.64
151a4fdd680026d6.jpg,925.272064,529.74625,959.541248,543.6225000000001
9f167b4d3b3369d3.jpg,321.92,298.538142,484.48,426.02542800000003
9f167b4d3b3369d3.jpg,863.36,270.99033000000003,954.24,322.241709
0fa2b7cf662c3947.jpg,42.24,85.760064,849.92,473.599872
0fa2b7cf662c3947.jpg,0.0,224.00006399999998,175.36,412.80019200000004
6c5972c7dcf999ee.jpg,176.0,270.71999999999997,424.96,355.839744
6c5972c7dcf999ee.jpg,416.64,247.68,460.16,295.68
6c5972c7dcf999ee.jpg,431.36,243.84,468.48,261.12
576716238fc2180d.jpg,544.0,308.480256,923.52,533.120256
576716238fc2180d.jpg,586.24,318.079872,620.16,330.87974399999996
576716238fc2180d.jpg,691.2,307.19980799999996,701.44,315.520128
576716238fc2180d.jpg,961.28,313.59974400000004,1023.36,339.84
c22f80233f29d1e5.jpg,368.64,138.3075,1003.52,681.2925
4baa96a54524c302.jpg,48.64,126.13256700000001,431.36,476.999138
4baa96a54524c302.jpg,291.2,112.04693499999999,990.08,518.616571
8e6beb4f5aedcb83.jpg,254.999552,224.0,988.000256,489.00032000000004
bce6823cbbdf2d7c.jpg,328.532992,274.9075,1023.147008,682.14625
241ecd6e8609ba30.jpg,576.0,87.200064,967.999488,292.79980800000004
b183062629d1fc82.jpg,49.28,247.68,432.0,384.000192
b183062629d1fc82.jpg,441.6,252.800064,458.24,286.720128
b183062629d1fc82.jpg,541.44,243.199872,856.32,444.159936
b183062629d1fc82.jpg,694.4,250.239744,1023.36,407.680128
87dfdc556ac9ae7f.jpg,0.0,453.00455,50.347008,546.8474249999999
87dfdc556ac9ae7f.jpg,45.227008,456.417175,167.252992,532.3442
87dfdc556ac9ae7f.jpg,169.812992,453.00455,273.067008,523.812925
87dfdc556ac9ae7f.jpg,259.412992,447.8859,372.052992,522.9602
87dfdc556ac9ae7f.jpg,346.452992,437.6486,428.372992,502.485025
87dfdc556ac9ae7f.jpg,441.172992,450.44522500000005,546.987008,493.95375
87dfdc556ac9ae7f.jpg,512.852992,440.207925,610.987008,490.5417
87dfdc556ac9ae7f.jpg,623.787008,446.1793,681.812992,476.891775
87dfdc556ac9ae7f.jpg,655.36,439.354625,709.972992,476.038475
87dfdc556ac9ae7f.jpg,680.107008,443.619975,708.267008,464.947875
87dfdc556ac9ae7f.jpg,709.12,444.473275,739.84,460.682525
47fd78b65448cce3.jpg,16.64,351.99974399999996,793.6,767.360256
51600da9fa6c0415.jpg,49.28,80.000256,989.44,750.080256
4f92f5ebdc97ac40.jpg,60.8,434.07390599999997,270.72,530.10786
9ba975561bde8023.jpg,28.16,121.599744,1002.24,649.599744
6ab6b25315ab6c08.jpg,318.72,273.765918,702.72,392.09892
6ab6b25315ab6c08.jpg,807.68,218.756964,1023.36,423.44144400000005
702f0c5eea4a64fd.jpg,0.0,109.14198400000001,1168.0900000000001,1286.7379680000001
702f0c5eea4a64fd.jpg,637.1400000000001,298.705664,4009.3900000000003,2906.647168
702f0c5eea4a64fd.jpg,892.5699999999999,86.16392,1808.1,379.12736
73da3f068082a32b.jpg,545.92,601.599744,680.96,696.320256
73da3f068082a32b.jpg,0.0,613.119744,112.0,762.24
73da3f068082a32b.jpg,49.92,607.359744,250.88,726.399744
73da3f068082a32b.jpg,197.76,579.84,362.24,713.600256
73da3f068082a32b.jpg,311.68,583.6800000000001,441.6,689.28
73da3f068082a32b.jpg,638.72,577.280256,734.72,673.92
73da3f068082a32b.jpg,724.48,587.52,761.6,629.76
4f99f098e1110276.jpg,179.00032,204.0,865.999872,524.000256
4f99f098e1110276.jpg,181.000192,228.0,220.000256,243.999744
4f99f098e1110276.jpg,220.99968,232.99968,257.000448,247.00032
6105d22638cfbe5d.jpg,430.399488,404.799744,983.199744,636.0
70a1fed4cb4449b0.jpg,7.04,341.120256,773.12,680.960256
6145374cd8baa8e3.jpg,118.4,329.600256,897.28,687.999744
6145374cd8baa8e3.jpg,510.72,279.680256,550.4,315.519744
6145374cd8baa8e3.jpg,618.24,315.519744,1023.36,512.64
6145374cd8baa8e3.jpg,657.92,271.359744,768.64,307.20000000000005
6145374cd8baa8e3.jpg,768.64,263.679744,897.28,307.20000000000005
aebc59b1a6f69891.jpg,0.0,0.0,1023.200256,767.199744
4879853c8cbca6a3.jpg,17.067008,170.70058999999998,984.747008,526.6112899999999
cc1135c270a1b768.jpg,119.199744,31.215375,318.399488,354.57507
b8718b94269a2aae.jpg,0.0,0.0,1023.36,764.359695
ae2bb679f43ffc6e.jpg,157.44,103.090025,295.04,222.8286
ae2bb679f43ffc6e.jpg,229.12,0.0,890.88,502.004325
ae2bb679f43ffc6e.jpg,292.48,87.722575,446.08,159.437725
ae2bb679f43ffc6e.jpg,541.44,67.873,600.96,134.465475
67bc982c784f5260.jpg,147.999744,274.000128,805.000192,682.0001279999999
b4675133894afac6.jpg,282.88,313.949146,865.92,496.552611
309e4568ea511c0a.jpg,448.64,220.90412,602.24,392.50484
3eac61d79f6eda72.jpg,1.28,551.012982,846.08,682.359346
f84b958f7f5b78da.jpg,611.2,268.160256,988.16,544.640256
f84b958f7f5b78da.jpg,41.6,255.36,478.08,522.8797440000001
6bfbf314e83b643a.jpg,371.199744,312.32,464.64,392.32
6bfbf314e83b643a.jpg,164.480256,337.28,231.039744,366.72
6bfbf314e83b643a.jpg,166.400256,309.12,248.319744,368.64
6bfbf314e83b643a.jpg,419.840256,359.68,517.760256,450.56
6bfbf314e83b643a.jpg,482.559744,377.6,622.719744,512.0
6bfbf314e83b643a.jpg,592.640256,412.16,682.239744,519.04
947b00ac89fc7faa.jpg,8.96,285.44025600000003,714.24,664.959744
577cd863feb76886.jpg,0.0,46.11772199999999,1023.36,591.202346
fe8977fcfbb9a52b.jpg,394.989568,74.3172,750.355456,208.08747999999997
fe8977fcfbb9a52b.jpg,0.0,79.27168,123.821056,130.05476000000002
